Counterparty,Internal/External,Trade Status,Portfolio,User Name,User Group,User Desk,Clearing Eligibility,Typology,Source System,Entity,Trade Insert,Flow Currency,Last Contract Event Action,Payment Netting,Contract Id,Party Name,partyName2
None,internal,dead,MULIQ_STLM,MUREXFO,FO,FOD EUROPE,false,SCF,Theoretical,EUROPE_INN,INSERT,None,INSERT,false,7329861,RABOBANK,RABOBANK
None,internal,dead,MULIQ_STLM,MUREXFO,FO,FOD EUROPE,false,SCF,Theoretical,EUROPE_INN,INSERT,None,INSERT,false,7329860,RABOBANK,RABOBANK
None,internal,dead,MULIQ_STLM,MUREXFO,FO,FOD EUROPE,false,SCF,Theoretical,EUROPE_INN,INSERT,None,INSERT,false,7329859,RABOBANK,RABOBANK
None,internal,dead,MULIQ_STLM,MUREXFO,FO,FOD EUROPE,false,SCF,Theoretical,EUROPE_INN,INSERT,None,INSERT,false,7329858,RABOBANK,RABOBANK
None,internal,dead,MULIQ_STLM,MUREXFO,FO,FOD EUROPE,false,SCF,Theoretical,EUROPE_INN,INSERT,None,INSERT,false,7329857,RABOBANK,RABOBANK
None,internal,dead,MULIQ_STLM,MUREXFO,FO,FOD EUROPE,false,SCF,Theoretical,EUROPE_INN,INSERT,None,INSERT,false,7329856,RABOBANK,RABOBANK
None,internal,dead,MULIQ_STLM,MUREXFO,FO,FOD EUROPE,false,SCF,Theoretical,EUROPE_INN,INSERT,None,INSERT,false,7329855,RABOBANK,RABOBANK
None,external,dead,MULIQ_STLM,MUREXFO,FO,FOD EUROPE,false,SCF,Theoretical,EUROPE_INN,INSERT,INN,INSERT,true,7329854,RABOBANK,RABOBANK
None,internal,dead,MULIQ_STLM,MUREXFO,FO,FOD EUROPE,false,SCF,Theoretical,EUROPE_INN,INSERT,None,INSERT,false,7329853,RABOBANK,RABOBANK
None,external,dead,NYSTI,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7329852,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329849,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329848,RABOBANK,RABOBANK
None,external,dead,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329847,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329846,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329845,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329842,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329841,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329840,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329839,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329838,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329837,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329834,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329833,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329832,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329831,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329830,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329829,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329826,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329825,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329824,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329823,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329822,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329821,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329820,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329819,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329816,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329815,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329814,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329813,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329812,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329809,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329808,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329807,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329806,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329805,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329804,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329801,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329800,RABOBANK,RABOBANK
None,external,dead,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329799,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329798,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329797,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329794,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329793,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329792,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329791,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329790,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329787,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329786,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329785,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329784,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329783,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329780,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329779,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329778,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329777,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329776,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329773,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329772,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329771,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329770,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329769,RABOBANK,RABOBANK
None,external,dead,NYSTI,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7329768,RABOBANK,RABOBANK
None,external,live,NYSTI,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7329767,RABOBANK,RABOBANK
None,external,live,NYSTI,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7329766,RABOBANK,RABOBANK
None,external,live,NYSTI,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7329765,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329762,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329761,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329760,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329759,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329758,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329755,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329754,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329753,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329752,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329751,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329748,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329747,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329746,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329745,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329744,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329741,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329740,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329737,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329736,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329735,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329734,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329733,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329732,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329731,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329730,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329727,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329726,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329725,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329724,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329723,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329720,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329719,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329718,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329717,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329716,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329713,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329712,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329711,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329710,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329709,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329706,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329705,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329704,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329703,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329702,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329699,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329698,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329697,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329696,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329695,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329692,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329691,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329690,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329689,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329688,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329685,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329684,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,NZD,INSERT,true,7329683,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,NZD,INSERT,true,7329682,RABOBANK,RABOBANK
None,internal,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329681,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329678,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329677,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329676,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329675,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329674,RABOBANK,RABOBANK
None,external,live,NYSTI,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7329673,RABOBANK,RABOBANK
None,external,dead,LOFXFW_EFWDS_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,CAD,INSERT,true,7329670,RABOBANK,RABOBANK
None,internal,dead,LOFXFW_EFWDS_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,true,7329669,RABOBANK,RABOBANK
None,external,live,UTLBFX_WASH,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,USD,INSERT,true,7329668,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329665,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,AUD,INSERT,true,7329664,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329663,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,AUD,INSERT,true,7329662,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7329661,RABOBANK,RABOBANK
