Counterparty,Internal/External,Trade Status,Portfolio,User Name,User Group,User Desk,Clearing Eligibility,Typology,Source System,Entity,Trade Insert,Flow Currency,Last Contract Event Action,Payment Netting,Contract Id,Party Name,partyName2
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328788,RABOBANK,RABOBANK
None,internal,dead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328787,RABOBANK,RABOBANK
None,external,dead,HKFXSP_TRAD1_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,HKD,INSERT,true,7328784,RABOBANK,RABOBANK
None,external,dead,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,HKD,INSERT,true,7328783,RABOBANK,RABOBANK
None,external,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,HKD,INSERT,true,7328782,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7328781,RABOBANK,RABOBANK
None,external,live,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,USD,INSERT,true,7328778,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,USD,INSERT,true,7328777,RABOBANK,RABOBANK
None,external,dead,NYLIQ_STLM,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328776,RABOBANK,RABOBANK
None,external,live,HKFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,ASIA_USD,INSERT,USD,INSERT,true,7328775,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,USD,INSERT,true,7328774,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,USD,INSERT,true,7328773,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7328772,RABOBANK,RABOBANK
None,external,live,NYSTI,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328771,RABOBANK,RABOBANK
None,external,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,EUR,INSERT,true,7328768,RABOBANK,RABOBANK
None,external,dead,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,EUR,INSERT,true,7328767,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,EUR,INSERT,true,7328766,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,EUR,INSERT,true,7328765,RABOBANK,RABOBANK
None,external,live,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,EUR,INSERT,true,7328764,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7328763,RABOBANK,RABOBANK
None,external,live,NYSTIR_UT,MUREXFO,FO,FOD EUROPE,false,NDF,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328762,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_STLM,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,true,7328759,RABOBANK,RABOBANK
None,external,dead,NYSTI_SALES,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328758,RABOBANK,RABOBANK
None,external,dead,NYLIQ_STLM,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328757,RABOBANK,RABOBANK
None,external,dead,NYLIQ_STLM,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328756,RABOBANK,RABOBANK
None,external,dead,NYLIQ_STLM,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328755,RABOBANK,RABOBANK
None,internal,live,SAIRR_RBF,MUREXFO,FO,FOD EUROPE,false,OIS,Theoretical,NA_CLP,INSERT,None,INSERT,false,7328752,RABOBANK,RABOBANK
None,internal,live,SALIQ_STLM_RBF,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_CLP,INSERT,None,INSERT,false,7328751,RABOBANK,RABOBANK
None,internal,live,SAFTP_RBF,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_CLP,INSERT,None,INSERT,true,7328750,RABOBANK,RABOBANK
None,external,dead,NYLIQ_STLM,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328749,RABOBANK,RABOBANK
None,external,dead,NYSTIR_UT,MUREXFO,FO,FOD EUROPE,false,FX Swap,Theoretical,NA_USD,INSERT,EUR,INSERT,true,7328748,RABOBANK,RABOBANK
None,external,dead,NYLIQ_STLM,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328747,RABOBANK,RABOBANK
None,internal,dead,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,None,INSERT,false,7328746,RABOBANK,RABOBANK
None,internal,dead,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,FX Swap,Theoretical,NA_USD,INSERT,None,INSERT,false,7328745,RABOBANK,RABOBANK
None,external,dead,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Outright,Theoretical,NA_USD,INSERT,EUR,INSERT,true,7328742,RABOBANK,RABOBANK
None,external,dead,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,EUR,INSERT,true,7328739,RABOBANK,RABOBANK
None,external,dead,NYFXSP_TRAD2_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,EUR,INSERT,true,7328738,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,MXN,INSERT,true,7328737,RABOBANK,RABOBANK
None,external,dead,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,EUR,INSERT,true,7328736,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,MXN,INSERT,true,7328735,RABOBANK,RABOBANK
None,internal,dead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328732,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328731,RABOBANK,RABOBANK
None,internal,dead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328730,RABOBANK,RABOBANK
None,internal,dead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328727,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328726,RABOBANK,RABOBANK
None,internal,dead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328723,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328722,RABOBANK,RABOBANK
None,internal,dead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328721,RABOBANK,RABOBANK
None,internal,dead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328718,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328717,RABOBANK,RABOBANK
None,internal,dead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328716,RABOBANK,RABOBANK
None,internal,dead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328713,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328712,RABOBANK,RABOBANK
None,internal,dead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328711,RABOBANK,RABOBANK
None,internal,dead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328708,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328705,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328704,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328703,RABOBANK,RABOBANK
None,internal,dead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328702,RABOBANK,RABOBANK
None,internal,dead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328699,RABOBANK,RABOBANK
None,internal,dead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328698,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328697,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328696,RABOBANK,RABOBANK
None,internal,dead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328695,RABOBANK,RABOBANK
None,external,dead,NYSTI_IBF,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328694,RABOBANK,RABOBANK
None,external,dead,NYSTIR_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,EUR,INSERT,true,7328691,RABOBANK,RABOBANK
None,external,dead,UTLBFX_WASH,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,EUR,INSERT,true,7328690,RABOBANK,RABOBANK
None,external,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,EUR,INSERT,true,7328687,RABOBANK,RABOBANK
None,external,live,UTLBFX_WASH,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,USD,INSERT,true,7328686,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7328685,RABOBANK,RABOBANK
None,external,dead,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,EUR,INSERT,true,7328684,RABOBANK,RABOBANK
None,external,dead,NYSTIR_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,EUR,INSERT,true,7328683,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_STLM,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,true,7328680,RABOBANK,RABOBANK
None,external,dead,NYSTI_SALES,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328679,RABOBANK,RABOBANK
None,external,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,CHF,INSERT,true,7328676,RABOBANK,RABOBANK
None,external,dead,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,CHF,INSERT,true,7328675,RABOBANK,RABOBANK
None,internal,live,NYSTIR_UT,MUREXFO,FO,FOD EUROPE,false,NDF,Theoretical,NA_USD,INSERT,None,INSERT,true,7328672,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7328671,RABOBANK,RABOBANK
None,external,dead,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,CHF,INSERT,true,7328670,RABOBANK,RABOBANK
None,external,dead,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,CHF,INSERT,true,7328669,RABOBANK,RABOBANK
None,external,live,SPFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,NDF,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328668,RABOBANK,RABOBANK
None,external,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,CAD,INSERT,true,7328665,RABOBANK,RABOBANK
None,external,dead,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,CAD,INSERT,true,7328664,RABOBANK,RABOBANK
None,external,live,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,USD,INSERT,true,7328663,RABOBANK,RABOBANK
None,external,dead,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,CAD,INSERT,true,7328662,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7328661,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328658,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328657,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328656,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328653,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328652,RABOBANK,RABOBANK
None,internal,dead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328649,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328648,RABOBANK,RABOBANK
None,internal,dead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328645,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328644,RABOBANK,RABOBANK
None,internal,dead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328643,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328640,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328639,RABOBANK,RABOBANK
None,internal,dead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328638,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328637,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328636,RABOBANK,RABOBANK
None,external,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,EUR,INSERT,true,7328633,RABOBANK,RABOBANK
None,external,dead,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,EUR,INSERT,true,7328632,RABOBANK,RABOBANK
None,external,dead,LOFXSP_AI_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,EUR,INSERT,true,7328631,RABOBANK,RABOBANK
None,external,live,NYFX_WASH_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,EUR,INSERT,true,7328630,RABOBANK,RABOBANK
None,internal,dead,LOFXSP_EMKT_UT,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,EUROPE_EUR,INSERT,None,INSERT,false,7328629,RABOBANK,RABOBANK
None,external,dead,SALIQ_STLM_RSAL,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_CLP,INSERT,USD,INSERT,true,7328626,RABOBANK,RABOBANK
None,external,dead,NYLIQ_STLM,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328625,RABOBANK,RABOBANK
None,external,dead,SALIQ_STLM_RBF,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_CLP,INSERT,USD,INSERT,true,7328622,RABOBANK,RABOBANK
None,external,dead,NYLIQ_STLM,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,USD,INSERT,true,7328621,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_MTMWASH,MUREXFO,FO,FOD EUROPE,false,Spot,Theoretical,NA_USD,INSERT,None,INSERT,false,7328620,RABOBANK,RABOBANK
None,internal,live,NYLIQ_MTMWASH,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328619,RABOBANK,RABOBANK
None,internal,live,NYLIQ_MTMWASH,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328618,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_MTMWASH,MUREXFO,FO,FOD EUROPE,false,FX Swap,Theoretical,NA_USD,INSERT,None,INSERT,false,7328617,RABOBANK,RABOBANK
None,internal,partiallyDead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328613,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328612,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328609,RABOBANK,RABOBANK
None,internal,partiallyDead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328608,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328607,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328604,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328603,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328602,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328599,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328598,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328597,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328594,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328593,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328592,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328589,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328588,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328587,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328584,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328583,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328582,RABOBANK,RABOBANK
None,internal,partiallyDead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328579,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328578,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328575,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328574,RABOBANK,RABOBANK
None,internal,live,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328571,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328570,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328569,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328566,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328565,RABOBANK,RABOBANK
None,internal,live,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328564,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328563,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328560,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328559,RABOBANK,RABOBANK
None,internal,partiallyDead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328556,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328555,RABOBANK,RABOBANK
None,internal,live,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328554,RABOBANK,RABOBANK
None,internal,partiallyDead,NYFTP,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328553,RABOBANK,RABOBANK
None,internal,dead,NYIRR,MUREXFO,FO,FOD EUROPE,false,IRS,Theoretical,NA_USD,INSERT,None,INSERT,false,7328550,RABOBANK,RABOBANK
None,internal,dead,NYLIQ_LT,MUREXFO,FO,FOD EUROPE,false,Loan Deposit,Theoretical,NA_USD,INSERT,None,INSERT,false,7328549,RABOBANK,RABOBANK
