Category,Level1,Level2,Level3,Level4,Level5,Level6,Count
Trade,IRD,LN_BR,NA,Portfolio,NYFIST_SCRED,,2
Trade,IRD,LN_BR,NA,Portfolio,SALIQ_MTM_RSAL,,3
Trade,IRD,LN_BR,NA,Portfolio,SALIQ_MTM_RBF,,3
Trade,IRD,LN_BR,NA,Portfolio,SAIRR_RSAL,,2
Trade,IRD,LN_BR,NA,Portfolio,SAIRR_RBF,,3
Trade,IRD,LN_BR,NA,Portfolio,SACAPT_RSAL,,2
Trade,IRD,LN_BR,NA,Portfolio,SACAPT_RBF,,3
Trade,IRD,LN_BR,NA,Portfolio,NYLIQ_STLM,,24
Trade,IRD,LN_BR,NA,Portfolio,SGLIQ_STLM,,1
Trade,IRD,LN_BR,NA,Portfolio,LOLIQ_STLM,,1
Trade,IRD,LN_BR,NA,Portfolio,TOGLPG,,2
Trade,IRD,LN_BR,NA,Portfolio,NYFTP,,167
Trade,IRD,LN_BR,NA,Portfolio,SALIQ_STLM_RBF,,12
Trade,IRD,LN_BR,NA,Portfolio,SAFTP_RBF,,11
Trade,IRD,LN_BR,NA,Portfolio,UTLIQ_LT,,1
Trade,IRD,LN_BR,NA,Portfolio,UTFTP,,1
Trade,IRD,LN_BR,NA,Portfolio,SALIQ_STLM_RSAL,,1
Trade,IRD,LN_BR,NA,Portfolio,UTFX_MTM,,11
Trade,IRD,LN_BR,NA,Portfolio,NYSTIR_UT,,10
Trade,IRD,LN_BR,NA,Portfolio,NYFXSP_TRAD2_UT,,8
Trade,IRD,LN_BR,NA,Portfolio,NYFXFW_EFWDS_UT,,11
Trade,IRD,LN_BR,NA,Portfolio,LOFXSP_TRAD4_UT,,11
Trade,IRD,LN_BR,NA,Portfolio,LOFXSP_TRAD3_UT,,11
Trade,IRD,LN_BR,NA,Portfolio,UTIRR_MTM,,2
Trade,IRD,LN_BR,NA,Portfolio,UTCAPT_EQTY,,1
Trade,IRD,LN_BR,NA,Portfolio,NYSTI_SALES_UT,,1
Trade,IRD,LN_BR,NA,Portfolio,NYIRDT_TSWA_UT,,5
Trade,IRD,LN_BR,NA,Portfolio,NYIRDT_TLAT_UT,,4
Trade,IRD,LN_BR,NA,Portfolio,NYIRDT_RNA_UT,,1
Trade,IRD,LN_BR,NA,Portfolio,NYIRDT_RAF_UT,,1
Trade,IRD,LN_BR,NA,Portfolio,NYIRDT_CBNYB_UT,,1
Trade,IRD,LN_BR,NA,Portfolio,NYFXSP_TRAD1_UT,,4
Trade,IRD,LN_BR,NA,Trade Status,dead,,482
Trade,IRD,LN_BR,NA,Trade Status,live,,113
Trade,IRD,LN_BR,NA,Trade Status,partiallyDead,,64
Trade,IRD,LN_BR,NA,Internal/External,internal,,485
Trade,IRD,LN_BR,NA,Internal/External,external,,174
Trade,IRD,LN_BR,NA,patName2,RABOBANK,,659
Trade,IRD,LN_BR,NA,partyName2,RABOBANK,,659
Trade,IRD,LN_BR,NA,Party Name,RABOBANK,,659
Trade,SCF,SCF,SCF,Events,lastContractEventReference,CANCEL,99
Trade,SCF,SCF,SCF,Portfolio,SALIQ_STLM_RBF,,9
Trade,SCF,SCF,SCF,Portfolio,NYFXSP_TRAD2_UT,,38
Trade,SCF,SCF,SCF,Portfolio,NYFXSP_TRAD1_UT,,16
Trade,SCF,SCF,SCF,Portfolio,UT_CLSIO,,94
Trade,SCF,SCF,SCF,Portfolio,MULIQ_STLM,,16
Trade,SCF,SCF,SCF,Portfolio,LOFXSP_TRAD4_UT,,82
Trade,SCF,SCF,SCF,Portfolio,LOFXSP_TRAD3_UT,,92
Trade,SCF,SCF,SCF,Portfolio,LOFXSP_TRAD2_UT,,108
Trade,SCF,SCF,SCF,Portfolio,LOFXSP_TRAD1_UT,,104
Trade,SCF,SCF,SCF,Portfolio,LOFXSP_STRAT_UT,,114
Trade,SCF,SCF,SCF,Portfolio,LOFXSP_FIX_UT,,72
Trade,SCF,SCF,SCF,Portfolio,LOFXSP_EMKT_UT,,112
Trade,SCF,SCF,SCF,Portfolio,LOFXSP_AI_UT,,114
Trade,SCF,SCF,SCF,Portfolio,UTFXSP_LBB,,126
Trade,SCF,SCF,SCF,Trade Status,dead,,1097
Trade,SCF,SCF,SCF,Internal/External,internal,,992
Trade,SCF,SCF,SCF,Internal/External,external,,105
Trade,SCF,SCF,SCF,partyName2,RABOBANK,,1097
Trade,SCF,SCF,SCF,Party Name,RABOBANK,,1097
